naive;0;33829760
naive;1;55019886
naive;2;144311470
naive;3;282427042
naive;4;4519133329
naive;5;4298653505
naive;6;19425114447
naive;7;20100884330
straightforward;0;11071415
straightforward;1;19470669
straightforward;2;36594897
straightforward;3;112184866
straightforward;4;257385345
straightforward;5;1006920691
straightforward;6;2832793739
straightforward;7;9164442633
earlyProjection;0;10026339
earlyProjection;1;21673723
earlyProjection;2;39494366
earlyProjection;3;119853895
earlyProjection;4;255403261
earlyProjection;5;993955640
earlyProjection;6;2826955255
earlyProjection;7;8705922555
reordering;0;9882950
reordering;1;20718302
reordering;2;109784086
reordering;3;135907990
reordering;4;285094976
reordering;5;1050944630
reordering;6;2880428053
reordering;7;10822960900
